time,gate,car.id,population,carType,duration
1436329860,C8,20155605125654-111,43,1,424920
1436360700,C8,20153603093633-912,42,1,116040
1436364540,C8,20150305030356-98,41,3,195480
1436365560,C8,20150005110029-714,40,1,1231920
1436366580,C8,20151908071935-977,41,1,283440
1436370240,C8,20155108075139-964,42,2,216180
1436370780,C8,20150908080915-434,43,3,222000
1436375040,C8,20150608090629-720,44,2,807840
1436375700,C8,20150605120608-125,43,1,264060
1436376360,C8,20150108100110-534,44,2,290700
1436379420,C8,20155508105537-280,45,1,548580
1436380260,C8,20150807090832-325,44,2,339780
1436380560,C8,20152707122720-612,43,3,61380
1436381820,C8,20152804012816-125,42,1,1173360
1436386860,C8,20151308011359-158,43,2,201480
1436389200,C8,20155904075953-519,42,2,232260
1436389980,C8,20154408014459-479,43,2,146580
1436390760,C8,20151808021841-200,44,2,174420
1436391360,C8,20155704065719-686,43,1,147480
1436393040,C8,20151102031156-128,42,2,615000
1436394780,C8,20150508030553-514,43,3,270780
1436395860,C8,20151001041004-853,42,3,1567140
1436399820,C8,20151208041208-309,43,1,274020
1436409060,C8,20155003015007-18,42,1,440160
1436448660,C8,20153504073526-319,41,2,472440
1436449920,C8,20155405035411-744,40,3,196860
1436453160,C8,20154107114151-839,39,2,172800
1436453520,C8,20150409070446-883,40,2,279180
1436454180,C8,20153609073654-587,41,1,634380
1436455440,C8,20151709081703-888,42,2,259920
1436455620,C8,20152009082025-752,43,1,132180
1436458980,C8,20152909082901-932,44,1,173520
1436461620,C8,20152309092303-862,45,2,177900
1436463000,C8,20153709093756-988,46,1,415800
1436474040,C8,20150209010259-697,47,1,64980
1436475780,C8,20153909013957-769,48,1,234600
1436476080,C8,20150109020137-850,49,3,432660
1436478600,C8,20151909021907-531,50,2,100140
1436479620,C8,20152009022052-994,51,2,99300
1436480760,C8,20152909022912-907,52,1,961740
1436483280,C8,20152409032441-824,53,2,1006080
1436483700,C8,20150307030320-55,52,3,195660
1436483700,C8,20154507034519-6,51,2,549000
1436488800,C8,20153802063824-325,50,1,200220
1436490600,C8,20152109052153-334,51,1,162120
1436499900,C8,20155501125529-527,50,3,243120
1436535780,C8,20153704073745-278,49,3,250740
1436536500,C8,20152610062612-425,50,1,287640
1436536560,C8,20154408014459-479,49,1,200460
1436539020,C8,20150209010259-697,48,1,840240
1436539560,C8,20151707051702-432,47,2,76260
1436542380,C8,20150910080926-255,48,1,784920
1436544180,C8,20155710075750-214,49,1,99180
1436544240,C8,20152605062636-836,48,2,229140
1436565120,C8,20153010023059-654,49,1,240120
1436565180,C8,20151808021841-200,48,1,90600
1436568420,C8,20151510031519-222,49,1,272940
1436572620,C8,20155910035954-864,50,1,279360
1436573580,C8,20150510050547-65,51,1,140520
1436575320,C8,20153306073311-379,50,1,502440
1436575740,C8,20154310054327-591,51,1,246720
1436576700,C8,20153810053835-229,52,1,438540
1436577420,C8,20154205064237-776,51,3,311460
1436578740,C8,20151909021907-531,50,2,60420
1436578920,C8,20152009022052-994,49,3,94380
1436585640,C8,20152207082206-772,48,2,378900
1436586420,C8,20155108075139-964,47,2,301380
1436587800,C8,20152009082025-752,46,1,550500
1436588340,C8,20151308011359-158,45,3,91140
1436592780,C8,20150908080915-434,44,1,355740
1436628120,C8,20153711073747-446,45,1,552300
1436628840,C8,20152711082701-441,46,1,120240
1436629200,C8,20153511073525-756,47,1,447240
1436631000,C8,20150311090356-344,48,3,88860
1436632500,C8,20152909082901-932,47,2,155160
1436632500,C8,20152711092730-427,48,3,74880
1436636460,C8,20151411101443-797,49,1,680940
1436639520,C8,20152309092303-862,48,3,81960
1436639880,C8,20151611111649-796,49,1,159720
1436640180,C8,20150105040155-8,48,1,532500
1436642400,C8,20154511114515-568,49,1,176340
1436643360,C8,20155710075750-214,48,3,494340
1436645880,C8,20155311125300-290,49,1,96420
1436650020,C8,20151908071935-977,48,3,176640
1436650080,C8,20150611020620-822,49,3,73860
1436652720,C8,20152109052153-334,48,1,742980
1436653020,C8,20153407113449-132,47,2,171720
1436653680,C8,20150211030246-951,48,3,86280
1436655840,C8,20154211034247-278,49,1,879540
1436656980,C8,20151511041558-368,50,1,141600
1436659980,C8,20152211042210-394,51,2,148380
1436662980,C8,20150405090426-651,50,2,441960
1436665560,C8,20150508030553-514,49,1,221700
1436667060,C8,20150108100110-534,48,1,283440
1436671440,C8,20152504042522-96,47,2,216180
1436673840,C8,20151208041208-309,46,3,222000
1436707380,C8,20152711092730-427,45,2,807840
1436710380,C8,20153909013957-769,44,2,290700
1436713140,C8,20153612073632-445,45,1,283200
1436714100,C8,20150510050547-65,44,1,548580
1436715360,C8,20151709081703-888,43,2,201480
1436715540,C8,20151212081202-125,44,3,903180
1436719860,C8,20150311090356-344,43,2,146580
1436719860,C8,20152412092409-540,44,2,712920
1436723940,C8,20150611020620-822,43,2,174420
1436725320,C8,20151512111517-621,44,1,351360
1436732700,C8,20150409070446-883,43,3,270780
1436735880,C8,20154712014753-800,44,1,74940
1436736480,C8,20152112022147-274,45,2,324240
1436737020,C8,20154312014352-916,46,1,88140
1436739960,C8,20150211030246-951,45,1,274020
1436742000,C8,20151612031639-61,46,1,151860
1436742300,C8,20155311125300-290,45,2,279180
1436745960,C8,20152012042036-344,46,1,435060
1436749080,C8,20152711082701-441,45,1,634380
1436758560,C8,20152507052543-844,44,2,259920
1436794140,C8,20152113062104-747,45,2,312480
1436798100,C8,20151907011937-909,44,1,132180
1436798580,C8,20151511041558-368,43,1,173520
1436799600,C8,20151611111649-796,42,2,177900
1436802780,C8,20154513074545-202,43,1,185340
1436804400,C8,20155313085311-65,44,3,190140
1436805240,C8,20153010023059-654,43,1,415800
1436808360,C8,20152211042210-394,42,1,64980
1436810820,C8,20154712014753-800,41,1,234600
1436816400,C8,20151603061640-724,40,3,432660
1436817300,C8,20151113121156-771,41,2,540060
1436818740,C8,20154511114515-568,40,2,100140
1436822460,C8,20154310054327-591,39,2,99300
1436824140,C8,20152610062612-425,38,1,961740
1436824800,C8,20153313023303-282,39,3,263460
1436825160,C8,20154312014352-916,38,2,1006080
1436829180,C8,20154813034829-169,39,1,1351800
1436831760,C8,20152813042802-5,40,2,333840
1436833380,C8,20155307125327-646,39,1,162120
1436833860,C8,20152413042403-986,40,3,97200
1436834520,C8,20154213044259-545,41,1,135900
1436834760,C8,20151313051340-385,42,2,409740
1436836140,C8,20153613053658-337,43,1,422340
1436839080,C8,20155707095706-832,42,1,287640
1436841360,C8,20151510031519-222,41,1,784920
1436842560,C8,20151013041011-524,42,1,870240
1436851980,C8,20155910035954-864,41,1,99180
1436878800,C8,20153709093756-988,40,1,240120
1436882160,C8,20150214060215-80,41,3,567960
1436887140,C8,20155614075656-559,42,1,468420
1436889540,C8,20153214083255-828,43,2,100680
1436893860,C8,20151612031639-61,42,1,272940
1436895180,C8,20152514102555-759,43,3,74160
1436897040,C8,20150830030855-79,42,1,279360
1436903160,C8,20151514121511-340,43,2,760680
1436905740,C8,20153414123429-267,44,1,339900
1436908740,C8,20150109020137-850,43,1,140520
1436920320,C8,20153914043938-754,44,2,50460
1436921940,C8,20153014053026-5,45,1,770940
1436928000,C8,20155508105537-280,44,1,246720
1436931060,C8,20152413042403-986,43,1,438540
1436969340,C8,20152514102555-759,42,1,552300
1436970420,C8,20154213044259-545,41,1,120240
1436970540,C8,20155905015920-414,40,1,447240
1436970780,C8,20153914043938-754,39,3,88860
1436971620,C8,20153915073941-756,40,1,456120
1436983200,C8,20152715102727-628,41,3,338280
1436987340,C8,20155230115226-97,40,3,74880
1436988120,C8,20154513074545-202,39,1,680940
1436990220,C8,20153214083255-828,38,1,159720
1436994540,C8,20155313085311-65,37,1,176340
1436995440,C8,20155315015313-84,38,1,95040
1436996340,C8,20153612073632-445,37,1,96420
1437002640,C8,20150315040346-314,38,1,239700
1437003180,C8,20151115041148-836,39,2,78360
1437008280,C8,20155115055126-836,40,3,58680
1437015240,C8,20153810053835-229,39,3,73860
1437054660,C8,20152207042208-551,38,3,86280
1437055560,C8,20155916065950-407,39,1,142860
1437059640,C8,20152416072430-9,40,3,192780
1437060540,C8,20155616075650-682,41,1,177720
1437060720,C8,20152112022147-274,40,1,879540
1437063540,C8,20152216082220-757,41,1,103920
1437066960,C8,20155115055126-836,40,1,141600
1437069240,C8,20150716100718-333,41,1,105840
1437071160,C8,20155416105428-103,42,2,168060
1437072060,C8,20154216104239-427,43,3,123360
1437074160,C8,20155516115547-576,44,2,123000
1437076440,C8,20153511073525-756,43,2,148380
1437076680,C8,20151512111517-621,42,1,283200
1437081540,C8,20151115041148-836,41,3,903180
1437082440,C8,20152716022735-871,42,1,57240
1437083520,C8,20155016015015-241,43,1,95100
1437084720,C8,20153816023820-577,44,2,238260
1437085020,C8,20151116031103-753,45,1,409380
1437088260,C8,20153313023303-282,44,2,712920
1437088560,C8,20153609073654-587,43,1,351360
1437090000,C8,20154516034505-603,44,1,74760
1437090480,C8,20155315015313-84,43,1,74940
1437090540,C8,20155616035612-493,44,1,489780
1437091680,C8,20154416044414-95,45,2,247560
1437094860,C8,20153716053741-328,46,1,179700
1437106620,C8,20152113062104-747,45,2,324240
1437139680,C8,20152716022735-871,44,1,88140
1437144060,C8,20151317071311-118,45,3,258120
1437149820,C8,20155617085640-226,46,2,83280
1437156900,C8,20153017103045-244,47,1,170040
1437158640,C8,20155017105044-579,48,1,193920
1437159060,C8,20154417114443-748,49,1,78960
1437160140,C8,20154417114443-51,50,1,110580
1437163080,C8,20150817120835-419,51,3,79920
1437164760,C8,20154516034505-603,50,1,151860
1437165600,C8,20152813042802-5,49,1,435060
1437165780,C8,20153617013601-315,50,1,682980
1437167160,C8,20155917015932-755,51,3,496020
1437167460,C8,20152216082220-757,50,2,312480
1437175080,C8,20150716100718-333,49,1,185340
1437178020,C8,20150817040833-849,50,2,162060
1437178620,C8,20155016015015-241,49,3,190140
1437178740,C8,20154517044506-783,50,3,181800
1437180420,C8,20153711073747-446,49,2,540060
1437181020,C8,20152012042036-344,48,3,263460
1437182880,C8,20150608090629-720,47,1,1351800
1437195420,C8,20154216104239-427,46,2,333840
1437197160,C8,20155516115547-576,45,3,97200
1437198420,C8,20155916065950-407,44,1,135900
1437225360,C8,20155304035331-275,43,2,409740
1437226980,C8,20151918061901-392,44,3,317160
1437227580,C8,20154618064654-392,45,1,196020
1437233100,C8,20155617085640-226,44,1,422340
1437238020,C8,20154417114443-748,43,1,870240
1437238260,C8,20155616075650-682,42,3,567960
1437238440,C8,20155218085224-640,43,2,515160
1437239220,C8,20155416105428-103,42,1,468420
1437242340,C8,20150315040346-314,41,2,100680
1437243000,C8,20150817120835-419,40,3,74160
1437244500,C8,20151313051340-385,39,2,760680
1437245640,C8,20153414123429-267,38,1,339900
1437248100,C8,20152918122930-367,39,2,177000
1437248100,C8,20154118114130-34,40,1,362040
1437252420,C8,20152416072430-9,39,2,50460
1437254520,C8,20154918014930-425,40,1,91740
1437255660,C8,20151618021648-198,41,2,108360
1437256980,C8,20150018020030-238,42,3,344940
1437258480,C8,20153613053658-337,41,1,770940
1437259680,C8,20154018034028-142,42,1,365880
1437267300,C8,20151804111828-884,41,1,456120
1437270720,C8,20154417114443-51,40,3,338280
1437274560,C8,20153716053741-328,39,1,95040
1437312900,C8,20150619060603-933,40,1,639720
1437317400,C8,20151411101443-797,39,1,239700
1437319800,C8,20152119072136-180,40,1,100860
1437321300,C8,20153219083225-701,41,1,207600
1437321480,C8,20152715102727-628,40,2,78360
1437322980,C8,20153816023820-577,39,3,58680
1437324540,C8,20154219094203-849,40,2,84480
1437326940,C8,20153017103045-244,39,1,142860
1437327300,C8,20150910080926-255,38,3,192780
1437328500,C8,20151019101010-336,39,1,517200
1437333120,C8,20154104064113-956,38,1,177720
1437333120,C8,20154219114228-262,39,2,113520
1437336060,C8,20150719120749-370,40,1,192540
1437337020,C8,20152919122944-137,41,3,588000
1437339240,C8,20154416044414-95,40,1,103920
1437340080,C8,20150817040833-849,39,1,105840
1437344700,C8,20155119025114-185,40,2,327780
1437346260,C8,20154918014930-425,39,2,168060
1437346680,C8,20153019033053-367,40,2,256560
1437346740,C8,20155219035228-248,41,1,68400
1437347400,C8,20154919034934-127,42,2,51960
1437349860,C8,20153019043019-743,43,2,107940
1437351000,C8,20154819044802-78,44,2,245100
1437352560,C8,20155017105044-579,43,3,123360
1437352620,C8,20154319044337-154,44,1,358440
1437354840,C8,20154619054626-112,45,2,81900
1437355560,C8,20155614075656-559,44,2,123000
1437357360,C8,20151113121156-771,43,1,57240
1437360540,C8,20154517044506-783,42,1,95100
1437364020,C8,20151618021648-198,41,2,238260
1437398820,C8,20152020062024-190,42,1,302520
1437399360,C8,20154919034934-127,41,1,409380
1437402180,C8,20151317071311-118,40,1,74760
1437408180,C8,20153320083339-666,41,1,440940
1437409020,C8,20154219094203-849,40,1,489780
1437409920,C8,20150920090915-26,41,2,76260
1437411720,C8,20150820090851-701,42,2,113460
1437412500,C8,20151720091715-120,43,1,273780
1437412920,C8,20151520101518-94,44,3,92160
1437415140,C8,20155219035228-248,43,2,247560
1437418380,C8,20155520105535-51,44,1,449040
1437418980,C8,20155620115651-849,45,1,268980
1437420660,C8,20152119072136-180,44,1,179700
1437423600,C8,20154618064654-392,43,3,258120
1437425100,C8,20152918122930-367,42,2,83280
1437427740,C8,20153915073941-756,41,1,170040
1437432600,C8,20150620030629-901,42,1,245580
1437432780,C8,20152412092409-540,41,1,193920
1437436740,C8,20154619054626-112,40,1,78960
1437439920,C8,20155520045513-443,41,2,249660
1437441420,C8,20153220053251-142,42,3,619920
1437442500,C8,20152909022912-907,41,1,110580
1437446640,C8,20154219114228-262,40,3,79920
1437450120,C8,20150214060215-80,39,1,682980
1437457800,C8,20153019043019-743,38,3,496020
1437486180,C8,20150920090915-26,37,2,162060
1437489360,C8,20152409032441-824,36,3,181800
1437491580,C8,20152421072403-434,37,3,129960
1437494400,C8,20151116031103-753,36,3,317160
1437495960,C8,20153021083029-997,37,3,109680
1437504060,C8,20151721111744-664,38,1,174660
1437505080,C8,20151520101518-94,37,1,196020
1437507120,C8,20150521120547-745,38,1,273120
1437509400,C8,20154821124856-434,39,3,874560
1437509460,C8,20151621121625-608,40,3,103380
1437511500,C8,20151521011536-810,41,2,86640
1437515700,C8,20154821024843-807,42,2,75600
1437523260,C8,20153121043157-485,43,1,222240
1437525180,C8,20150820090851-701,42,2,515160
1437526020,C8,20153821043846-584,43,2,326940
1437528600,C8,20150719120749-370,42,2,177000
1437528900,C8,20153219083225-701,41,1,362040
1437535380,C8,20154211034247-278,40,1,91740
1437544140,C8,20151918061901-392,39,2,108360
1437577260,C8,20153022073058-275,40,1,186060
1437580320,C8,20155616035612-493,39,3,344940
1437582840,C8,20150022090025-737,40,1,101040
1437585600,C8,20151322091316-1,41,2,476040
1437591300,C8,20154821024843-807,40,1,365880
1437592140,C8,20150722110730-245,41,1,368040
1437596100,C8,20154819044802-78,40,1,639720
1437598140,C8,20151521011536-810,39,1,100860
1437601920,C8,20150018020030-238,38,1,207600
1437603240,C8,20153019033053-367,37,2,84480
1437603720,C8,20155722025727-208,38,1,75360
1437605640,C8,20153021083029-997,37,1,517200
1437605940,C8,20155222035235-759,38,1,80880
1437605940,C8,20155222025217-753,39,1,321240
1437606000,C8,20150922030934-439,40,1,517500
1437607380,C8,20151622041646-326,41,1,281100
1437610140,C8,20154118114130-34,40,2,113520
1437611880,C8,20151322051315-282,41,1,58500
1437612840,C8,20151621121625-608,40,1,192540
1437618720,C8,20151212081202-125,39,3,588000
1437621540,C8,20152421072403-434,38,2,327780
1437625560,C8,20154018034028-142,37,2,256560
1437627900,C8,20155204055234-952,36,1,68400
1437658500,C8,20150723060758-760,37,1,960900
1437662460,C8,20153423073421-295,38,3,342660
1437663180,C8,20155917015932-755,37,2,51960
1437663840,C8,20151514121511-340,36,2,107940
1437668940,C8,20155703055749-564,35,2,245100
1437670380,C8,20151322051315-282,34,1,358440
1437672480,C8,20155119025114-185,33,2,81900
1437676440,C8,20152723112739-990,34,3,99720
1437676560,C8,20152923102955-348,35,2,77100
1437676620,C8,20153123103101-33,36,2,83760
1437678180,C8,20150620030629-901,35,1,302520
1437678720,C8,20151721111744-664,34,1,440940
1437679080,C8,20155722025727-208,33,2,76260
1437682260,C8,20154323124336-960,34,3,1228560
1437683880,C8,20150022090025-737,33,2,113460
1437686100,C8,20155223015236-307,34,3,429180
1437686280,C8,20151720091715-120,33,1,273780
1437686340,C8,20153423013422-332,34,2,75420
1437686820,C8,20155222035235-759,33,3,92160
1437687960,C8,20155620115651-849,32,1,449040
1437688800,C8,20155423015434-702,33,2,237240
1437689580,C8,20155520045513-443,32,1,268980
1437689820,C8,20155323025342-343,33,1,586740
1437692880,C8,20153014053026-5,32,1,245580
1437693960,C8,20151923041923-108,33,2,146220
1437694800,C8,20153323043307-820,34,2,434760
1437701340,C8,20152020062024-190,33,2,249660
1437711060,C8,20154319044337-154,32,3,619920
1437712800,C8,20151013041011-524,31,3,129960
1437745500,C8,20153121043157-485,30,3,109680
1437746100,C8,20150324060332-594,31,2,282960
1437752100,C8,20152824082844-651,32,3,262980
1437753420,C8,20150624080630-565,33,1,303900
1437753600,C8,20155218085224-640,32,1,174660
1437753660,C8,20152923102955-348,31,1,273120
1437753960,C8,20151124081114-91,32,1,268680
1437759840,C8,20151824101840-224,33,2,344760
1437759960,C8,20152624102605-26,34,1,268800
1437760080,C8,20150224100248-221,35,1,215040
1437760380,C8,20153123103101-33,34,3,874560
1437761760,C8,20153423013422-332,33,3,103380
1437763020,C8,20154124104119-137,34,3,93960
1437763320,C8,20153022073058-275,33,2,86640
1437774660,C8,20154324024355-579,34,3,56340
1437776160,C8,20152723112739-990,33,2,75600
1437777840,C8,20155924025958-524,34,2,681720
1437778860,C8,20150624030614-941,35,1,64800
1437779880,C8,20151624031658-684,36,3,160920
1437780060,C8,20152724032744-453,37,2,501900
1437780240,C8,20150521120547-745,36,1,222240
1437782100,C8,20154824044810-764,37,1,50460
1437782880,C8,20153824043829-635,38,3,80580
1437783180,C8,20150624050603-927,39,3,323760
1437785580,C8,20150124050126-399,40,3,145020
1437831000,C8,20154324024355-579,39,2,326940
1437832560,C8,20154824044810-764,38,1,186060
1437833400,C8,20150425060412-481,39,2,306540
1437835380,C8,20151125071146-648,40,2,440880
1437836160,C8,20155525065551-662,41,1,196260
1437840180,C8,20151923041923-108,40,1,101040
