V1,V2,V3,V4,V5,V6,time,V7,V8,V9,V10
,,,20161308031352-805,3,4/8/2016 15:37,1460155020,C7,442140,1460597160,4/13/2016 18:26
,,,20162409062454-857,2,4/9/2016 7:23,1460211780,C7,554100,1460765880,4/15/2016 17:18
20161308031352-805,3,4/8/2016 15:37,1460155020,C7,442140,1460597160,4/13/2016 18:26,,,
20162409062454-857,2,4/9/2016 7:23,1460211780,C7,554100,1460765880,4/15/2016 17:18,,,
,,,20161928071944-220,2,4/28/2016 7:34,1461854040,C7,199200,1462053240,4/30/2016 14:54
,,,20161130121138-137,2,4/30/2016 12:37,1462045020,C7,123420,1462168440,5/1/2016 22:54
20161928071944-220,2,4/28/2016 7:34,1461854040,C7,199200,1462053240,4/30/2016 14:54,,,
,,,20165001065044-854,2,5/1/2016 7:23,1462112580,C7,458160,1462570740,5/6/2016 14:39
,,,20162701122721-624,3,5/1/2016 13:42,1462135320,C7,425940,1462561260,5/6/2016 12:01
,,,20163001013040-715,3,5/1/2016 14:02,1462136520,C7,80040,1462216560,5/2/2016 12:16
20161130121138-137,2,4/30/2016 12:37,1462045020,C7,123420,1462168440,5/1/2016 22:54,,,
,,,20163402063435-850,1,5/2/2016 7:05,1462197900,C7,349860,1462547760,5/6/2016 8:16
20163001013040-715,3,5/1/2016 14:02,1462136520,C7,80040,1462216560,5/2/2016 12:16,,,
,,,20160102010124-415,3,5/2/2016 13:35,1462221300,C7,259800,1462481100,5/5/2016 13:45
,,,20162502012517-879,2,5/2/2016 13:59,1462222740,C7,76980,1462299720,5/3/2016 11:22
20162502012517-879,2,5/2/2016 13:59,1462222740,C7,76980,1462299720,5/3/2016 11:22,,,
,,,20162204092243-393,2,5/4/2016 9:35,1462379700,C7,186900,1462566600,5/6/2016 13:30
,,,20160604020620-396,1,5/4/2016 14:29,1462397340,C7,539520,1462936860,5/10/2016 20:21
,,,20161805081816-21,1,5/5/2016 8:49,1462463340,C7,170400,1462633740,5/7/2016 8:09
,,,20165105115138-773,1,5/5/2016 12:52,1462477920,C7,599820,1463077740,5/12/2016 11:29
20160102010124-415,3,5/2/2016 13:35,1462221300,C7,259800,1462481100,5/5/2016 13:45,,,
20163402063435-850,1,5/2/2016 7:05,1462197900,C7,349860,1462547760,5/6/2016 8:16,,,
20162701122721-624,3,5/1/2016 13:42,1462135320,C7,425940,1462561260,5/6/2016 12:01,,,
20162204092243-393,2,5/4/2016 9:35,1462379700,C7,186900,1462566600,5/6/2016 13:30,,,
,,,20161106011142-596,2,5/6/2016 13:31,1462566660,C7,600780,1463167440,5/13/2016 12:24
20165001065044-854,2,5/1/2016 7:23,1462112580,C7,458160,1462570740,5/6/2016 14:39,,,
,,,20161006051036-393,2,5/6/2016 18:04,1462583040,C7,336120,1462919160,5/10/2016 15:26
20161805081816-21,1,5/5/2016 8:49,1462463340,C7,170400,1462633740,5/7/2016 8:09,,,
,,,20161907081910-516,1,5/7/2016 9:24,1462638240,C7,383700,1463021940,5/11/2016 19:59
,,,20163108093145-941,1,5/8/2016 10:34,1462728840,C7,642240,1463371080,5/15/2016 20:58
,,,20164308024330-236,3,5/8/2016 15:06,1462745160,C7,422160,1463167320,5/13/2016 12:22
,,,20160709060739-448,1,5/9/2016 6:27,1462800420,C7,184380,1462984800,5/11/2016 9:40
,,,20163909083952-107,3,5/9/2016 8:53,1462809180,C7,454200,1463263380,5/14/2016 15:03
,,,20161010091000-835,3,5/10/2016 10:17,1462900620,C7,250200,1463150820,5/13/2016 7:47
20161006051036-393,2,5/6/2016 18:04,1462583040,C7,336120,1462919160,5/10/2016 15:26,,,
,,,20163810043842-166,2,5/10/2016 17:18,1462925880,C7,68640,1462994520,5/11/2016 12:22
,,,20162310042305-75,1,5/10/2016 17:37,1462927020,C7,400860,1463327880,5/15/2016 8:58
20160604020620-396,1,5/4/2016 14:29,1462397340,C7,539520,1462936860,5/10/2016 20:21,,,
,,,20162511082549-862,2,5/11/2016 9:24,1462983840,C7,210480,1463194320,5/13/2016 19:52
20160709060739-448,1,5/9/2016 6:27,1462800420,C7,184380,1462984800,5/11/2016 9:40,,,
20163810043842-166,2,5/10/2016 17:18,1462925880,C7,68640,1462994520,5/11/2016 12:22,,,
20161907081910-516,1,5/7/2016 9:24,1462638240,C7,383700,1463021940,5/11/2016 19:59,,,
,,,20161612071621-912,1,5/12/2016 8:12,1463065920,C7,178560,1463244480,5/14/2016 9:48
20165105115138-773,1,5/5/2016 12:52,1462477920,C7,599820,1463077740,5/12/2016 11:29,,,
,,,20161912121924-319,1,5/12/2016 13:19,1463084340,C7,288000,1463372340,5/15/2016 21:19
,,,20164912044955-331,1,5/12/2016 17:43,1463100180,C7,184200,1463284380,5/14/2016 20:53
20161010091000-835,3,5/10/2016 10:17,1462900620,C7,250200,1463150820,5/13/2016 7:47,,,
,,,20165213105244-282,3,5/13/2016 11:12,1463163120,C7,535740,1463698860,5/19/2016 16:01
20164308024330-236,3,5/8/2016 15:06,1462745160,C7,422160,1463167320,5/13/2016 12:22,,,
20161106011142-596,2,5/6/2016 13:31,1462566660,C7,600780,1463167440,5/13/2016 12:24,,,
,,,20163413023412-159,1,5/13/2016 14:49,1463176140,C7,141900,1463318040,5/15/2016 6:14
20162511082549-862,2,5/11/2016 9:24,1462983840,C7,210480,1463194320,5/13/2016 19:52,,,
20161612071621-912,1,5/12/2016 8:12,1463065920,C7,178560,1463244480,5/14/2016 9:48,,,
20163909083952-107,3,5/9/2016 8:53,1462809180,C7,454200,1463263380,5/14/2016 15:03,,,
20164912044955-331,1,5/12/2016 17:43,1463100180,C7,184200,1463284380,5/14/2016 20:53,,,
20163413023412-159,1,5/13/2016 14:49,1463176140,C7,141900,1463318040,5/15/2016 6:14,,,
20162310042305-75,1,5/10/2016 17:37,1462927020,C7,400860,1463327880,5/15/2016 8:58,,,
,,,20164115024151-5,1,5/15/2016 15:41,1463352060,C7,186840,1463538900,5/17/2016 19:35
,,,20162015042050-853,1,5/15/2016 16:41,1463355660,C7,771000,1464126660,5/24/2016 14:51
20163108093145-941,1,5/8/2016 10:34,1462728840,C7,642240,1463371080,5/15/2016 20:58,,,
20161912121924-319,1,5/12/2016 13:19,1463084340,C7,288000,1463372340,5/15/2016 21:19,,,
20164115024151-5,1,5/15/2016 15:41,1463352060,C7,186840,1463538900,5/17/2016 19:35,,,
,,,20165319125305-907,1,5/19/2016 13:14,1463688840,C7,152460,1463841300,5/21/2016 7:35
20165213105244-282,3,5/13/2016 11:12,1463163120,C7,535740,1463698860,5/19/2016 16:01,,,
,,,20163020083029-640,1,5/20/2016 9:36,1463762160,C7,190500,1463952660,5/22/2016 14:31
,,,20160920120951-598,1,5/20/2016 12:41,1463773260,C7,247080,1464020340,5/23/2016 9:19
20165319125305-907,1,5/19/2016 13:14,1463688840,C7,152460,1463841300,5/21/2016 7:35,,,
20163020083029-640,1,5/20/2016 9:36,1463762160,C7,190500,1463952660,5/22/2016 14:31,,,
,,,20161523061558-393,1,5/23/2016 7:31,1464013860,C7,486660,1464500520,5/28/2016 22:42
20160920120951-598,1,5/20/2016 12:41,1463773260,C7,247080,1464020340,5/23/2016 9:19,,,
,,,20162823012818-280,2,5/23/2016 14:27,1464038820,C7,700800,1464739620,5/31/2016 17:07
,,,20160624070637-743,2,5/24/2016 7:41,1464100860,C7,87000,1464187860,5/25/2016 7:51
20162015042050-853,1,5/15/2016 16:41,1463355660,C7,771000,1464126660,5/24/2016 14:51,,,
20160624070637-743,2,5/24/2016 7:41,1464100860,C7,87000,1464187860,5/25/2016 7:51,,,
,,,20162125082144-48,3,5/25/2016 8:38,1464190680,C7,300900,1464491580,5/28/2016 20:13
,,,20164826104846-825,1,5/26/2016 11:24,1464287040,C7,206640,1464493680,5/28/2016 20:48
,,,20161927041946-363,3,5/27/2016 16:54,1464393240,C7,99300,1464492540,5/28/2016 20:29
20162125082144-48,3,5/25/2016 8:38,1464190680,C7,300900,1464491580,5/28/2016 20:13,,,
20161927041946-363,3,5/27/2016 16:54,1464393240,C7,99300,1464492540,5/28/2016 20:29,,,
20164826104846-825,1,5/26/2016 11:24,1464287040,C7,206640,1464493680,5/28/2016 20:48,,,
20161523061558-393,1,5/23/2016 7:31,1464013860,C7,486660,1464500520,5/28/2016 22:42,,,
20162823012818-280,2,5/23/2016 14:27,1464038820,C7,700800,1464739620,5/31/2016 17:07,,,
